account_id,acct_name,acct_type,amount,detail_category,entry_date,entry_text,gv_code,holder_name,payee_payer_name,paymt_purpose,turnover_id,user_id
4b7a9e91-bf5f-4510-b8a6-76901554f6b1,Sichteinlagen,GIROKONTO,-25.0,health_services,,KARTENZAHLUNG,106.0,Anni Jaroslav Sybille Wolfram Rabea Ercan Reza Simone Melita Ingmar Edwin Hans-Helmut Löffler,Kliniken Mtk Gmbh,Svwz+8651-57-30T06.49.59 Karte4 1351-79 Abwa+Kliniken Des Main-Taunus-K//heim/De,fde6f330-0753-11e6-e2a2-620a8ac7fd1b,905b519a-95eb-43ab-9e68-fa5d2cd3680c
4bfb74ba-aac7-4387-b83a-e11066fed6cd,Sichteinlagen,GIROKONTO,-3.0,expenses_food,2020-07-28,FOLGELASTSCHRIFT,105.0,Reimar Salz,Toogoodtogo,"Pp.3937.Pp . Toogoodtogo, Ihr Einkauf Bei Toogoodtogo",479d8000-d065-11ea-fd43-a2cc163ea4d7,18bda035-0b9f-43a7-8afd-b93f81be3a09
4c04b7ff-6e0a-4d71-a206-a460aff4e54c,PremiumKonto,GIROKONTO,-29.95,fees_government,,Lastschrift,0.0,Tilly Siegmund Ortmann,"Schufa Holding Ag Kunde 9350988600,Bestellung 8897215 998,Rechnung 110975433293 End To End Ref Notprovided Mandatsref 634896733482 Glaeubiger Id De59Zzz86175353446 Sepa Basislastschrift Einmalig","Schufa Holding Ag Kunde:6461929599,Bestellung:9183763 271,Rechnung:229930563583 End-To-End-Ref.: 96370009491 Mandatsref: 926376957683 Gläubiger-Id: De06Zzz67521957500 Sepa-Basislastschrift Einmalig",9190eb60-dae1-11e7-5114-0cb309ddd434,cae92047-a4ac-41c1-9fa7-9409bae468b4
4c0ecb7d-c2b4-4333-8771-66aaf604f94a,Postbank SparCard direkt,SPARKONTO,10.0,income_crossbooking,,D GUT SEPA,166.0,Leonardo Dussen Van,Leonardo Dussen Van,Referenz Notprovided Verwendungszweck Sparen,a9eec000-0aa4-11e7-9d88-b62ab2981de7,3cc6fae9-246e-4022-ad1c-e86342ea7c19
4c1d0ef0-184f-44b7-9337-98505c4678eb,Girokonto Online,GIROKONTO,-320.04,home_rent,,DAUERAUFTRAG,117.0,Lydia Mehdi Margitta Annegret Pechel,"Ergo Versicherung Ag Das ,09086 Duesseldorf","Svwz+Versicherungsnummer. Da273496352 - Das Ideal-Pbv-Rs + Gemietete Wohne Inheit- Peter Pritz,  -",d1b48770-900e-11e6-f47f-6ce87e9cefe1,2a303565-6405-4a44-a85c-c905cae93cea
4c455c81-6d99-4703-8c9d-a144d0c7a4f3,Kontokorrentkonto,GIROKONTO,-2170.0,home_rent,,SEPA Standing Order,116.0,Guenther Lilo Zobel,Etg Martin,Svwz+Order-Nr. 21419533301 Da-Nr./Ref. Arango-Cadavid Miete. Nachster Ernestine T.,2e838a00-f541-11e5-9da8-c88dc6661ae2,e01b1cdb-4b13-4bc7-b77d-35d880a7541e
4c5447da-c05a-4dd5-b0a9-f4748e332a9b,Kontokorrent,GIROKONTO,-200.0,fees_government,2020-04-01,Dauerauftragsbelast,117.0,Iwona Jacobi Jäckel,Amtsgericht Stolzenau,9560740950458 /.Da-94. Iban: De10138024662393831032 Bic: Nolade6Hxxx,bae58fb0-73ab-11ea-600d-c263563b4ce5,7f8dc1ab-b11c-49c9-a0c7-440ca489fdcf
4c8049a2-1dde-4449-878a-c79ef5726ece,Sichteinlagen,GIROKONTO,-35.0,bills_communication,,FOLGELASTSCHRIFT,105.0,Lieselotte Hesse,Telefonica Germany Gmbh Co Ohg,"Eref+99157063726925239745209175200709 Mref+693102125005103952669896 Cred+De0269656441659316 Svwz+Kd-Nr..5295626828,Rg-Nr..6315426602/3,Mehr Infos Unter.Www.O6.De/Ottomar-Handy/Rechnungsdaten, O9 Ottomar Handy",2ed78f20-66da-11e4-36d0-b8d0f67b489e,f24dce91-625e-4fd3-8c9e-9ede862a6a39
4c8609fe-288b-445f-8696-2617583218ee,Geschäftskonto Professional,GIROKONTO,-4162.52,home_rent,,DAUERAUFTRAG,117.0,Ullrich Gbr,Mybestbrands Gmbh,Svwz+Ullrich Gbr Miete Office Tuerkenstr.84,d5a69c90-7d06-11e5-ba6e-9726c54a241d,2647c7b7-d6f4-4618-b152-bb01a522611d
4cbd31df-8c4f-4423-ba74-b1cb67b47858,Sichteinlagen,GIROKONTO,39.03,income_crossbooking,,GUTSCHRIFT,166.0,Annegret Scholz,Annegret Scholz,Svwz+Konto 7183661737 Ausbuchung Des Kontosaldos Wegenkontoaufloesung,ee3b7e40-bb46-11e6-b42a-57e955b93d42,0dc3a8af-101c-4f7d-9355-a938de5e87e5
4d1dca21-f4d0-43df-8e90-c7b0fe843731,S-Privat online,GIROKONTO,-15.01,expenses_food,,SEPA-ELV-LASTSCHRIFT,107.0,Krista Eileen Jeanette Elvira Doreen Seifert,Netto Sagt Danke 18626344,Eref+75588078778365367876252379830943791 Mref+96040160886278683564820337+De21Zzz17878377493 Svwz+283474645878304614012930625 Elv09961440 92.33 01.52 Me7,909e6d10-d5fe-11e6-621d-8766a11ecc17,e1cb583a-6d70-46a8-aab1-9f7fda3f528e
4d324d1a-1d8b-4774-930f-0111ece6bd9a,Kontokorrent,GIROKONTO,500.0,income_rent,,Dauerauftrag,152.0,Annedore Grete Und,Wencke Gertz,"Purp+Rinp Dauerauftrag/Ratesvwz+Miete Wohnung Langestr. 08, Giengen Iban: De77495624282228394600 Bic: Byladem6Ffb",02f2b530-07ac-11e8-89f0-ac849365b5d9,b4313782-3e28-49b4-9066-f98e55770c4a
4d436a7b-7603-47dc-96f4-f37b685841bd,Giro BRONZE,GIROKONTO,-31.21,expenses_food,,SEPA-ELV-LASTSCHRIFT,107.0,Gisbert Kühnert,Netto Marken Discou,Eref+47045948275697460298013221472784986 Mref+16608819602222866234057425+De85Zzz35294670741 Svwz+468008441632027636386638681 Elv43101810 18.90 58.81 Me1 Abwa+Netto Sagt Danke,a4322260-a24d-11e7-b6c6-1a88b51277dc,e67ddf3e-0f5b-4ef3-b697-21b518a9743d
4d4d7f82-4c54-4611-9d86-4a521d9552c1,PremiumKonto,GIROKONTO,-590.5,home_rent,,Lastschrift,0.0,Corinne Ebert,Kreisbau Enz Neckar E G Miete 387 752 78 36 82 End To End Ref Notprovided Mandatsref 20737Zzz6386172595 Glaeubiger Id De28Zzz88718671846 Sepa Basislastschrift Wiederholend,Kreisbau Enz-Neckar E.G. Miete 692.745.20/28.50 End-To-End-Ref.: 46072357024 Mandatsref: 982471795138526517 Gläubiger-Id: De88Zzz77762935224 Sepa-Basislastschrift Wiederholend,fa9e1660-1a5b-11e7-6bd2-9b591343cf32,5888cd53-07a5-4b6d-bb20-0eb48795781e
4dfaa73f-b63d-4bcd-9778-34af86a0e3c8,Kontokorrentkonto,GIROKONTO,-90.89,insurance,,sepa basislastschrift,105.0,Adelgunde Noack,Allianz Lebensvers,Eref+614530300600696269 Mref+62249779430906518321 Cred+De22Zzz28971278823 Svwz+Vertrag 3978108583601 Berufsunfpol 80.57. 43 - 52.57.35 Abwa+Allianz Lebensvers. Ag,5c88f100-764c-11e7-f8be-2dd39b119dbf,0b01309e-f5a1-44da-9f75-571d1886a572
4e081291-1853-4620-a897-f2598f9010ce,Sichteinlagen,GIROKONTO,-813.7,financial_loan_payment,2020-08-04,EINZELUEBERWEISUNG,116.0,Katerina Marianne Hamann,Targobank Ag,Rate Thies 45.72.0581,70820e20-d5e5-11ea-9ea0-44ddfef12cf3,6cf0a8c6-3609-4f10-99c6-02b907a73e73
4e313eae-28d3-4de4-8c28-15651c1a21ae,Sichteinlagen,GIROKONTO,-700.0,home_rent,,DAUERAUFTRAG,117.0,Marta Etzler,Gilbert Tanja Houten,Svwz+Miete Heidjer Str.55,d032b930-0ff8-11e6-6071-2277d1eef36f,d4c55033-6742-4976-9aea-ae21cc227c70
4e6560ca-66ee-4d56-82a6-60b4cb6f0ac1,Geschäftskonto,GIROKONTO,-719.12,insurance,,ERSTLASTSCHRIFT,105.0,Birte Stahr,Axa Versicherung Ag,"Eref+738511445370/1338 Mref+13180947141 Cred+De89G3918299411233 Svwz+Kfz-Versicherung 36152730276 Fds-E 0404 Erstbtr 86/60 937,24 Eur",6c6411f0-b8bf-11e5-0623-2f3712ed2b6b,739e320e-640d-4186-af10-748b9c4a895e
4ee2c097-9e4a-4e2d-956f-4751787d79de,Giro,GIROKONTO,-307.67,home_rent,,None,177.0,Hans-Theo Und Mira Mitschke,Annegret Döhn,"Eref+51951 + Nk - Maubach Svwz+Bic:Weladed0Din Iban:Datum: 50.85.93 Zeit: 29:39Uft 7817457246 Alla 207382 33854 + Nk, Maubach, er St R. 42",2d19dd70-120f-11e9-063c-655bee7c9cd6,7013f689-8d5d-47b3-af91-eb80c2a10f6d
4eea50a4-499e-40be-a308-cd3ab3cac56c,Girokonto,GIROKONTO,-83.18,bills_communication,,,5.0,Türkan Ingeburg Grein Groth,Telekom Deutschland Gmbh,Lastschrift/Belast. Mobilfunk Kundenkonto 349943520786 6481116437238199/45.54.07 End-To-End-Ref.: 5923629686983 138809614547 Cor7 / Mandatsref.: 05090091052022305691373331831123544 Gläubiger-Id: De76Zzz23147625873 Ref. 9690238609441064/8639,5e8dc3a0-67fb-11e6-057a-5411d01e63b4,6ad6a915-366d-4dd3-aa06-0f487a05149c
4f095078-67c4-417b-99be-c1f03c5ece6a,Postbank Giro extra plus,GIROKONTO,-24.99,bills_communication,,SDD LASTSCHR,105.0,Notburga Raphaela Dusan Köster,Telefonica Germany Gmbh Co Ohg,"Referenz 96730632526873780721642259 39Rcur Mandat T1676594B387685649098821 Einreicher-Id De8382984492895016 Kd-Nr.:95203974,Rg-Nr.:7714152626/2 ,Mehr Infos Unter:Ihre Mobilfunkrec Hnung.",b404a710-780a-11e8-c8e1-36bed80d4eec,51f2f398-e8ac-4276-9807-35df761bd0cf
4f1ae574-9174-4503-8b5a-28f66f8145b0,Guthabenkonto - Bürgerkonto,GIROKONTO,-580.0,home_rent,,DAUERAUFTRAG,117.0,Emilia Jungfer,Friedhilde Bloch,Svwz+Miete Meisenweg 6 Striethorst,33c66190-f599-11e7-fd47-1daeb8a6a5d1,20993ed3-ca5b-491e-84c1-597db29c2f63
4f3a934b-e65f-4272-bad5-4f2d5ff4ca8e,GiroLive Komfort,GIROKONTO,-312.26,financial_loan_payment,,EINZUG RATE/ANNUITAET,601.0,Heinz-Gerd Klemt,Sparkasse Osnabrueck,"Darl.-Leistung 5487552708 Für 87.18.6308 - 79.38.4241Saldo            33.300,31-Zinsen               35,75 Tilgung             663,28",d97ab8b0-fd48-11e6-600b-4791ecb63d57,930eb00a-2863-4d49-a34a-8a376dc03a3c
4f4608e1-c8af-4e21-8818-a39f7fe1a707,Giro,GIROKONTO,700.0,income_rent,,SEPA Gutschrift,166.0,Ivanka Geisler,Timm Zenta Ernst,"Svwz+Miete Goosacker 6, Stempfle, Reinhild",9a8adb60-be97-11e7-3d2e-df806e77057f,15dbf0eb-2443-4846-9671-9f9fa26b8743
4f4f30c4-7656-40c0-9024-360248f357f6,S-Geldmarktkonto SB,SPARKONTO,30.0,income_crossbooking,,SEPA UEBERTRAG HABEN,97.0,Irma Nadine Annerose Pechel,Irma Nadine Annerose Pechel,Svwz+7372-79-51 55.83.47 Klicksparen Campingbus Abwa+Dominik Huembert Tanjahuembe,49226630-a9fd-11e6-b460-71ebebb00adb,88b5bafb-2ec2-473f-bd80-962bc87af403
4f892b82-8ad0-41f9-bcc4-fab0e2499031,Sichteinlagen,GIROKONTO,-23.5,bills_communication,,ERSTLASTSCHRIFT,105.0,Gisela Siglinde Sager,Telefonica Germany Gmbh Co Ohg,"Eref+32289171364477167226616163565525 Mref+767315566197948369480424 Cred+De8125912798671904 Svwz+Kd-Nr.. 8355388531, Rg-Nr.. 5426434996/96, Ihr Handy Ratenplan.",ff7274f0-9103-11e7-a22f-30872097abef,89afada6-2309-436d-8d78-023bbe31ab19
4f8c0ace-dace-41d2-a1a0-2608d6e70381,Sparkonto,SPARKONTO,50.0,income_crossbooking,,Dauerauftrag,52.0,Pirmin Zobel,Pirmin Zobel,Sparplan Iban: De47238264999568346619 Bic: Genodes8Vhz,e8238270-ce22-11e6-23bb-e7afe30fc1ad,0def79f8-c9d9-4e2b-b66b-80f31d80c652
4f95e64e-04ec-4de9-b155-7c35dce67f61,Kontokorrent,GIROKONTO,-30.0,financial_crossbooking,,Dauerauftragsbelast.,8.0,Konstantin Hänel,Konstantin Hänel,Rück Kfz-Reifen (Dennis) Iban: De34032565987971580852 Bic: Wbagde53Xxx,e0741bd0-ef4f-11e7-87e6-f3ce9df02e10,47618adf-c894-428a-bf41-b880761f70fc
4f9bba0d-e878-4236-a46a-efe23630d7b7,Kontokorrentkonto,GIROKONTO,-60.44,bills_communication,,SEPA Basislastschrift,105.0,Jann Annemie Janos Buchholz,Telekom Deutschland Gmbh,Eref+045661257 244956380999Mref+53002770890413163085976412667501707 Cred+De22Zzz98396895286 Svwz+Rech.Nr. 6771084177 557650 Vertragskonto 4387332958,6a498c30-4bdd-11e7-9b84-84988bc27989,4f42b888-b293-44b9-b5bc-4829ca500911
4f9be039-5748-4482-aebd-f7ebc8161a04,Vorteilskonto,GIROKONTO,-6.18,expenses_food,2020-06-26,Lastschrift,,Pedro Paulina Anita Wigbert Pechel,None,Der Isolde Fil. 294//Nurnberg/De/5 3659-13-08T84:50:14 Kfn 5 Vj 8420 Kartenzahlung,fa67c9f0-b73f-11ea-bafb-daaa87c0fac5,184aa538-8d9e-4013-adb5-0d26802396cc
4fbdcc29-ddcf-4908-856e-515f51b3ab60,FIRST-CASH,GIROKONTO,-20.0,financial_crossbooking,,online-ueberweisung,177.0,Siegried Nohlmans,Siegried Nohlmans,"Svwz+Bargeldauszahlung Datum 88.39.7620, 78.16 Uhr0.Tan 772152",d4e985e0-01d3-11e6-ee9e-df1c697c7322,395cbd10-ab83-4064-a688-09b2e158fe75
4fe07302-05c6-4e66-9bde-c5eab6a91ef1,Start-Konto,GIROKONTO,-53.94,fees_government,,Dauerauftrag,0.0,Traute Putz,Rundfunk Berlin Brandenburg C O Ard Zdf Dlr Bs Abt Sbmb Dresdeff477 De03327722291259981243 Rf17X834963270 End To End Ref Notprovided Dauerauftrag Dauerauftrag,Rundfunk - C/O Ard Zdf Dlr Bs Abt.Sbmb Dresdeff414 De66749688268725796456 Rf90X064953053 End-To-End-Ref.: 70888873686 Dauerauftrag Dauerauftrag,402f3530-417a-11e6-80c1-11e39061adce,906f9e13-ec9c-4b68-9563-588cb6c32dbb
4ffff517-59ea-46c4-8eb3-a321f2d0cb5c,Kontokorrent,GIROKONTO,560.0,income_rent,,Dauerauftragsgutschr,52.0,Lene Heser,Henrike Worytko,Miete Und Nebenkosten Iban:De91943163853024563210 Bic : Genodes5Vhn,7c1c8d40-1ce3-11e8-4f5e-0233b94cb293,fd4f3479-1e14-4809-a5f6-6637efa9d0ff
5013c3da-3dc3-47a4-8ec6-52a5ea499516,SpardaGirokonto Online,GIROKONTO,1200.0,income_rent,,,835.0,Catrin Bärer,Annette Gierschner,Sepa-Überweisung Svwz+ Miete Apollonia 1903,3f7735e0-54ae-11e8-f768-6f58d481ce88,665e400c-d2b0-4594-9620-c7c5e7333089
502e3171-5ba3-4129-baef-6e129396f9b6,Giro online,GIROKONTO,-3500.0,financial_crossbooking,,SEPA UEBERTRAG SOLL,96.0,Ingeborg Rose,Ingeborg Rose,"Svwz+Entnahme Für Finanzierung Datum 81.62.9160, 85.57 Uhr5.Tan 201365",b70fa980-4ceb-11e4-381b-c9327aecafac,2346f236-b117-455d-8030-b83a93b314a4
502f3017-242f-4c85-9496-1741356ba5bb,Kontokorrent,GIROKONTO,-355.0,home_rent,,Dauerauftragsbelast.,116.0,Elsbeth Wilms,Weg Petra V Ossietzky Str 25 71,Kref+4559255960/417815995/ V54578 Svwz+Miete Wohnung We51 0. Og Carl-Von-Ossietzk Str.98Primus Valor Objekt Verwa Ltung Iban: De21477694163998921317 Bic: Swbsdess,8e8fdeb0-5f82-11e7-4fe4-177016a4b6f9,32c87491-7316-4ac9-a079-dc2ef5a89518
50555dd4-6c0a-4023-a698-a84603851770,Sichteinlagen,GIROKONTO,-16.72,bills_communication,,FOLGELASTSCHRIFT,105.0,Gabriele Wenzel Petra Sigmar Weimer,Kevag Telekom Gmbh,Eref+2036472771 Mref+50180125628891334 Cred+De92Zzz49356610323 Svwz+88002882 Kevag Telekomkd. 37721120 Re. 575373686,7b8b5a80-8999-11e5-89ff-f6af6c82913b,7f92972e-ad65-44b2-867a-63ae9186ac16
50694dcd-16d8-43c5-9bc1-06aa03df7ff3,Kontokorrent,GIROKONTO,675.0,income_crossbooking,,Dauerauftragsgutschr,152.0,Mira Drubin,Mira Drubin,Purp+Rinp Dauerauftrag/Ratesvwz+Ebase-Fonds Und Versicherungen Iban: De45835849952195577006 Bic: Nolade35Sdl,1082e950-620a-11e8-eaa8-7674c7e23d69,985724f5-ee3c-4ebc-8d76-5f80b9de334c
50700c82-446f-488a-9735-b6e289a7414a,Kontokorrent,GIROKONTO,-125.83,health_services,,Überweisungsauftrag,177.0,Kirstin Riehl,Slk Klinik Gmbh,Svwz+Rg. 9869766208 Tan:642470 Iban: De65802647566064924450 Bic: Heisde91Xxx,7c01f820-a1b0-11e8-945f-5cf23de6f7eb,d6d3941a-e79d-41d8-a7b1-77d2ebc4efca
507de700-5613-4d2a-8c34-af832b1842cc,Kontokorrentkonto,GIROKONTO,-20.02,bills_communication,,Lastschrift,0.0,Gunar Hasso Charles Ramazan Winkler,Drillisch Online Ag C3153447 U815766390 B364191508 Deut Schlandsim End To End Ref Notprovided Mandatsref 8B88E3C18B9E19F9D666C2379F3 Glaeubiger Id De68Zzz54383520832 Sepa Basislastschrift Wiederholend Lastschrift,Drillisch Online Ag C1497916 U512884593 B954926112 Deut Schlandsim End-To-End-Ref.: 26447669783 Mandatsref: 122210903055998392920716323 Gläubiger-Id: De78Zzz39573157458 Sepa-Basislastschrift Wiederholend Lastschrift,1f258240-9f9a-11e5-db2f-d4cf1ad503f3,350a2056-ec74-4c89-9ea8-83a85f20618a
5089a689-6628-41b6-a297-f24d294903ad,Täglich fällige Einlagen / Ver,GIROKONTO,-1075.0,home_rent,,FOLGELASTSCHRIFT,105.0,Donald Bachmann,Guiseppe Inhofer,Mref+906019994621 Cred+ Svwz+63.511.567.2381828-52.80 Miete+Bk Abwa+A. Iner Glacispark (Wb),4cf2f7a0-af0c-11e8-e4de-ef389f6662c0,bbbd30a7-1c5a-4421-9dfc-ed852e693070
50928448-533d-4cd4-943d-63a170af66a5,Kontokorrent,GIROKONTO,861.0,income_rent,,Dauerauftragsgutschr,52.0,Thorben Schleich,Wigbert Antonius U Jane Huhn,"Miete Inkl. Gas, Fam. Walz,Kaiserstr. 481 Iban: De055 61249131691194642 Bic: Solades5Reu",8e8e3100-5f82-11e7-3973-e3b2de5a3067,f4d3922b-9ffd-45ca-b732-2a9537abea94
50a4ab45-3fcd-47db-b88d-ef3928abafac,Kontokorrent,GIROKONTO,1200.0,income_crossbooking,,Überweisungsgutschr.,51.0,Josephine Trüb,Josephine Trüb,Auszahlung Sparplan Iban: De88355390022989368253 Bic: Cobadehd,9da592d0-b529-11e7-3507-8739aebc5d3b,e7871615-ded4-47cc-8b77-e8221fcbafaf
50f6d763-f2b6-4001-b7d9-44dc6621420d,Kontokorrent,GIROKONTO,-457.67,insurance,,Basislastschrift,105.0,Tony Siering,Aok Plus Die Gesundheitskasse Fursachsen Und Thuring,"Eref+0486915718   Ob-Y213868525 Mref+8124270466513164 Cred+De36Aok73632301496 Svwz+8100263303 Ob-Y047417965 Eur 648,43 Beitrag 9422 2684 Eref: 1429834002   O B-Y237001167 Mref: 9243004332817831 Cred: De50Aok63299791920 Iban: De91214185358957333319 Bic: Heladef6Wem Anam: Aok Plus - Die Gesundheitskasse Fursachsen Und Thuringen Abwa: Aok Plus Die",0bf1cd10-702f-11e8-273a-8244af6b8cf7,499c2676-a8f6-4b89-b832-9a0bdacde97d
513c6df4-6a07-4f2b-845e-4a05b6bd01a4,KONTOKORRENTKONTO,GIROKONTO,-10.48,expenses_food,,Kartenzahlung,106.0,Alina Und Urte Kusch,Eref 68691925683669864654981822 Kref Xw6165 Dd5751 98 15 06 35 41 562203 Mref 738241 Cred De65Zzz68899231632 Purp Idcp Garant Debitk Zh Svwz Kartenzahlung Girocard2437 Edeka Mavrici Bochum 70 33 4543 Um 37 22 Anatol Ec 73692233 808128 Cicc Fpin 77492 8377271399 2 2332 Ref 713150 853508,Eref+28052923689158641641388187 Kref+5799074003121549087372.35.79.272812 Mref+172558 Cred+De32Zzz32947613376 Purp+Idcp Garant.Debitk.Zh Svwz+Kartenzahlung Girocard4370 Edeka Mavrici/ 25.58.8105 Um 43.41 Karl-Friedrich Ec/85129490/176552/Cicc/Fpin 87652/1704453941/5/4367 Ref 884032/808502,c0646980-cd85-11e7-ca4b-e0935145aab5,d15ec41e-c9db-40ce-8fb8-e5a16124cb6e
519b3783-23de-4f27-a856-824f4efa4902,Sichteinlagen,GIROKONTO,-102.26,financial_crossbooking,2020-03-24,EIGENE KREDITKARTENABRECHN.,6.0,Minna Patberg,Kreditkartenabrechnung,Visa-Abr. 500319Xxxxxx3954,6796f370-6d62-11ea-8c13-37b3eec3b59c,6a08202d-0b16-4b59-a486-a2dba7fd6ad8
519b4630-54e8-4b2d-80ca-08a492683711,Giro Plus,GIROKONTO,-3.15,health_services,,ONLINE-UEBERWEISUNG,177.0,Gertrud Kaul,Valentine Goeritzer Faein Innere Medizin,"Kref+-536772280-76891570096239 Svwz+Renr. Pq18/9972 Datum 04.19.1388, 02.00 Uhr7.Tan 081199 Abwa+Blochberger",f956fef0-1f12-11e7-bbe6-6af74653d6a2,39902d99-91ab-4d08-897a-bbd07af5366c
519bd56d-36f5-4c31-ab43-f2c14b249d62,Top Giro,GIROKONTO,-17.49,health_services,2021-02-10,UEBERWSG,116.0,Conny Holt,Synlab Mvz Augsburg Gmbh,9559814238099968 Rechn. Vom 70.60.1657 Linke Thomas,eafe4000-6b32-11eb-8600-9e82f85a2f99,69257f87-7ef9-49c4-9d0e-a60b3a4094e6
51cb1740-5f0c-4ba7-a510-88a6a33fce98,GiroAktivPlus,GIROKONTO,-29.95,fees_government,,ERSTLASTSCHRIFT,105.0,Lothar Riehl,Schufa Holding Ag,Mref+3240706942 Cred+De65Zzz15272164993 Svwz+Ref-Nr. Ms - 08226656,6a149180-46fa-11e6-768d-7fdbecdf2b2a,859b04ed-9a5f-4f66-ad73-4dccb152b011
5229d3b6-154b-4f94-8850-06d16aed3982,Girokonto,GIROKONTO,-33.1,insurance,2021-02-01 00:00:00,Lastschrifteinzug,5.0,Dino Pruschke,Wuertt Versicherg A G,27.5811931.76 Selbst. Bu,6d46ce20-6420-11eb-8b2f-092a3ce509f7,0ab78737-d518-4f8f-a957-705a9690b2fb
522acfa2-993a-4da6-a8af-bd24822826ad,Sichteinlagen,GIROKONTO,-570.0,home_rent,,ONLINE-UEBERWEISUNG,177.0,Jobst Käster,Jessika Oswin Und Roswitha Stoll,"Svwz+Miete Maritta Datum 68.34.8401, 36.21 Uhr6.Tan 559628",56c251c0-045b-11e7-db6e-3583bdca9d46,88b86833-7e2c-4fd9-9921-f9c8b5ac60df
52830d48-c7b7-43c9-b00b-f64b0917edba,KONTOKORRENTKONTO,GIROKONTO,-51.41,expenses_food,,Kartenzahlung,5.0,Berthold Eberth,Eref 52768298121471208076988360 Kref Xw1889 Dd7542 49 20 69 10 94 490949 Mref Offline Cred De88Zzz29572352923 Purp Idcp Garant Debitk Zh Svwz Kartenzahlung Girocardnorma Sagt Danke Weitefel 09 29 9696 Um 21 31 Uhr Ec 29808310 875674 Cicc Fpin 22946 4228073518 4 4524 Ref Offline,Eref+37663221865693683238305479 Kref+0162959628506487921375.74.53.657297 Mref+4077893 Cred+De91Zzz52462269325 Purp+Idcp Garant.Debitk.Zh Svwz+Kartenzahlung Girocardnorma Sagt Danke/Weitefel 40.89.0348 Um 85.64 Stavros Ec/94552653/392414/Cicc/Fpin 94757/7816057875/9/0479 Ref 1655596,bd971700-5226-11e7-818c-a3b0f67eb495,86152edc-ddef-4bed-9586-5ead298c3bca
5285a647-58cb-41f3-871d-ae55ea1f8515,Sichteinlagen,GIROKONTO,-11.79,bills_communication,,FOLGELASTSCHRIFT,105.0,Jaroslaw Scholl,Telefonica Germany Gmbh Co Ohg,"Eref+22630184747532131629131470647022 Mref+821184431401924808630844 Cred+De0999957167703070 Svwz+Kd-Nr..8580082518,Rg-Nr..0618378294/0,Mehr Infos Unter.Ihre Mobilfunkrechnung.",a03d0000-b555-11e8-1a6c-789804dfcfb7,702acc2f-ed34-4f68-a58a-4b244e9b9198
5292c407-dcd5-4f20-b9e9-9e2c853466de,Sichteinlagen,GIROKONTO,370.69,income_rent,,DAUERAUFTRAG,152.0,Angela Gumprich,Herta Tlustek,"Svwz+Miete+Nk, M.Mueller, Döbeln Er Str. 548, 53736 ",73d34990-25f9-11e6-d39b-58753359de89,906ec51f-140f-4f34-b51a-38640efc5ec8
529391ad-3d9b-4dd3-8ed0-6a5fd9ab131e,Lohn/Gehalt/Rente Privat,GIROKONTO,-203.78,insurance,,Lastschrift (Einzugsermächtigung),5.0,Harm Adler,Huk Coburg Unternehmensgruppe,"Eref+404+Zkle 52.80.70 234/667283-V E Kref+149834 Svwz+Huk90, Kraftfahrt-Versicherung 731/ 639171-V, Rot-Jj 889, Erstbeitrag",6e70d9a0-4752-11e8-48b5-313e9e6330c3,703bf8af-f155-43d9-90a0-2936e99f83a7
52a23e9a-5e8d-44bc-9e51-15a87a0acbc5,Kontokorrent,GIROKONTO,-14.7,health_services,,Überweisungsauftrag,177.0,Fatima Isabelle Faust,Privatarztliche Verrechnungsstelle Bw Eg,"Svwz+Rg 93848-786546 57.19.3963, Konig Tan:002948 Ibande09092749180972941460 Bi C: Soladest572",82323f20-0a07-11e8-a13b-a2b48abd2d8e,4e1482b6-2300-4787-97ef-3e9f947863a4
52ea0d71-3e8c-4472-8498-f922c8be1292,Sichteinlagen,GIROKONTO,-801.67,financial_loan_payment,,FOLGELASTSCHRIFT,105.0,Guido Salih Heinz Dieter Franz-Xaver Sven Danilo Nuri Helmuth Berger,Dsl Sauer,"Eref+96298522941768 Mref+193542512749523 Cred+De98Cml27543568461 Svwz+Hauptdarlehensnr. 0058669793, Leistungen Zum 92.67.1163",f0809c40-c50c-11e8-4b2e-cc7992646892,c462508f-01de-4797-9783-6becfd447041
5351ca7a-3067-4892-a23e-58c48eecd116,0-Euro-Konto,GIROKONTO,-150.0,financial_loan_payment,,Dauerauftrag,0.0,Eckart Sigrid Söding,Pavel Gina Cobadeffxxx De31056169383283839235 Rueckzahlung Darlehen End To End Ref Notprovided Dauerauftrag Dauerauftrag,"""Ilona Reinhart Cobadeffxxx De96977118786945162549 Rueckzahlung Darlehen End-To-End-Ref.: 90577358349 Dauerauftrag Dauerauftrag""",f633fbd0-9a19-11e5-5a73-246f8b1824d9,de54e01c-11d5-49db-84f9-d3ac014a7025
5434c6bb-745f-45ed-9050-8172314eb13d,Girokonto,GIROKONTO,-4.7,expenses_food,2020-09-14,Lastschrifteinzug,5.0,Tilo Eckbauer,Der Franziska Fil 723,Nr0199876552 Nurnbergkaufumsatz01.15553614Arn11402256149814856116994,3b72b880-f61d-11ea-baca-9bb35292f804,e78a9868-7e61-4940-ba02-f895e2e256e0
